Date,terminus,dec_yr
2019-03-30,-1.667396061,2019.247222
2019-04-02,,2019.252778
2019-04-04,-1.636761488,2019.2583329999998
2019-04-08,,2019.269444
2019-04-09,-1.72428884,2019.2722219999998
2019-04-10,,2019.275
2019-04-14,,2019.286111
2019-04-16,,2019.2916670000002
2019-04-19,-1.658643326,2019.3
2019-04-20,,2019.3027780000002
2019-04-22,,2019.3083329999997
2019-04-26,,2019.3194440000002
2019-04-28,,2019.325
2019-05-04,-1.768052516,2019.3416670000001
2019-05-05,-1.768052516,2019.344444
2019-05-06,,2019.3472219999999
2019-05-11,-1.728665208,2019.361111
2019-05-12,-1.728665208,2019.363889
2019-05-16,,2019.375
2019-05-20,,2019.386111
2019-05-22,,2019.391667
2019-05-24,-1.81619256,2019.3972219999998
2019-05-26,-1.81619256,2019.4027780000001
2019-05-27,-1.81619256,2019.405556
2019-05-28,,2019.4083329999999
2019-05-29,-1.7855579869999998,2019.411111
2019-06-01,-1.759299781,2019.4166670000002
2019-06-02,,2019.419444
2019-06-03,-1.759299781,2019.422222
2019-06-04,,2019.425
2019-06-05,-1.741794311,2019.4277780000002
2019-06-06,-1.8205689280000001,2019.4305559999998
2019-06-08,-1.8205689280000001,2019.436111
2019-06-09,,2019.438889
2019-06-10,,2019.4416670000003
2019-06-13,,2019.45
2019-06-15,-1.947483589,2019.455556
2019-06-16,-1.947483589,2019.4583329999998
2019-06-18,-1.943107221,2019.463889
2019-06-20,-1.9299781180000002,2019.469444
2019-06-21,-1.9299781180000002,2019.4722219999999
2019-06-23,-2.100656455,2019.4777780000002
2019-06-25,-2.087527352,2019.483333
2019-06-27,,2019.488889
2019-07-01,,2019.5
2019-07-03,,2019.5055559999998
2019-07-04,,2019.5083329999998
2019-07-05,-2.01750547,2019.511111
2019-07-06,-2.01750547,2019.513889
2019-07-07,,2019.516667
2019-07-08,-2.008752735,2019.519444
2019-07-10,-1.947483589,2019.525
2019-07-13,-1.934354486,2019.5333329999999
2019-07-15,,2019.5388890000002
2019-07-18,-2.070021882,2019.547222
2019-07-20,-2.065645514,2019.5527780000002
2019-07-21,-2.1619256019999997,2019.5555559999998
2019-07-24,-2.113785558,2019.563889
2019-07-25,,2019.5666670000003
2019-07-27,,2019.5722219999998
2019-07-31,,2019.5833329999998
2019-08-02,-2.070021882,2019.5861109999998
2019-08-03,,2019.588889
2019-08-04,-2.056892779,2019.5916670000001
2019-08-05,-2.056892779,2019.594444
2019-08-07,-2.0437636759999998,2019.6
2019-08-08,,2019.6027780000002
2019-08-12,-1.9737417940000002,2019.613889
2019-08-14,-1.964989059,2019.6194440000002
2019-08-17,-2.0,2019.627778
2019-08-18,-2.110398,2019.6305559999998
2019-08-19,-1.9403,2019.6333329999998
2019-08-20,-1.9439,2019.636111
2019-08-26,-1.962598,2019.6527780000001
2019-08-27,-1.8181,2019.655556
2019-08-30,-1.932598,2019.6638890000002
2019-09-01,-1.7801,2019.6666670000002
2019-09-03,-1.7375,2019.672222
2019-09-08,-1.9458,2019.686111
2019-09-11,-1.8918,2019.6944440000002
2019-09-13,-1.8330000000000002,2019.7
2019-09-16,-1.8235,2019.7083329999998
2019-09-17,-1.940898,2019.7111109999998
2019-09-18,-1.8015,2019.713889
2019-09-19,-1.880498,2019.7166670000001
2019-09-23,-2.053798,2019.7277780000002
2019-09-25,-1.979998,2019.733333
2019-09-28,-1.7206,2019.7416670000002
2019-09-29,-1.6932,2019.7444440000002
2019-10-01,-1.6757,2019.75
2019-10-05,-1.764198,2019.761111
2019-10-07,-1.671598,2019.766667
2019-10-09,-1.8168,2019.7722219999998
2019-10-11,-1.9321979999999999,2019.7777780000001
2019-10-13,-1.866998,2019.7833329999999
2019-10-15,-1.8507,2019.7888890000002
2019-10-16,-1.8568,2019.7916670000002
2019-10-17,-1.866898,2019.794444
2019-10-19,-1.791398,2019.8
2019-10-22,-1.7157,2019.8083329999997
2019-10-23,-1.6326,2019.811111
2019-10-24,-1.6488,2019.813889
2019-10-25,-1.713198,2019.8166670000003
2019-10-26,-1.6109,2019.8194440000002
2019-10-28,-1.5666,2019.825
2019-10-29,-1.5558,2019.827778
2019-10-31,-1.641198,2019.8333329999998
2019-11-04,-1.589898,2019.8416670000001
2019-11-06,-1.530398,2019.8472219999999
2019-11-07,-1.4985,2019.85
2019-11-10,-1.542798,2019.858333
2019-11-12,-1.465398,2019.863889
2019-11-16,-1.3069,2019.875
2019-11-18,-1.3776979999999999,2019.8805559999998
2019-11-22,-1.361298,2019.891667
2019-11-24,-1.297998,2019.8972219999998
2019-11-28,-1.249898,2019.9083329999999
2019-11-30,-1.215698,2019.9138890000002
2019-12-04,-1.1862979999999999,2019.925
2019-12-06,-1.1315979999999999,2019.9305559999998
2019-12-10,-1.105998,2019.9416670000003
